id,created_at,text
1180459632910839816,2019-10-05 12:28:03,"b'Boris Johnson\'s macho, ""do or die"" no-deal Brexit appears to be turning off women voters https://t.co/QXYfZjAZvs'"
1180456561254252545,2019-10-05 12:15:50,"b""Have America's tax-compliance laws have swung too far towards transparency and away from privacy? https://t.co/AAodOyv1KH"""
1180452599276986370,2019-10-05 12:00:06,"b""Donald Trump and Boris Johnson are fans of the phrase, using it to define their enemies as the nation's https://t.co/V23FgvFanU"""
1180450571125432325,2019-10-05 11:52:02,"b'Artists are paid after a track has been played for 30 seconds, meaning songwriters must get to the good stuff sooner https://t.co/G0KkNyeGb2'"
1180448058942918656,2019-10-05 11:42:03,"b""It would take an earthquake for Britain's financial regulator not to press ahead https://t.co/ADvSgAKq3c"""
1180446625199734786,2019-10-05 11:36:21,"b'""In 2017, my friends and I thought there was no hope left in this country and somebody has to stand up and confront\xe2\x80\xa6 https://t.co/UgCqSim6QE'"
1180445067821105152,2019-10-05 11:30:10,"b""Sebastian Kurz's election win was a disaster for Austria's far-right Freedom Party. But the FP\xc3\x96 still hopes to recu\xe2\x80\xa6 https://t.co/tJQ08EtiyQ"""
1180444692296687616,2019-10-05 11:28:40,"b'""He assumed that looking as I did, I shouldn\'t be in that line... In Nigeria, that wouldn\'t happen, because most pe\xe2\x80\xa6 https://t.co/LbNNj6amDj'"
1180443956280213504,2019-10-05 11:25:45,"b'""To be black is to have people make certain assumptions.""\n\nAuthor @ChimamandaReal reflects on identity, in conversa\xe2\x80\xa6 https://t.co/nMDDJZiI40'"
1180440865032085504,2019-10-05 11:13:28,"b'RT @EconomistEvents: ""The Hong Kong government has taught us that peaceful protest is useless, 25% of the population went to the streets bu\xe2\x80\xa6'"
1180440856660234240,2019-10-05 11:13:26,"b'RT @EconomistEvents: ""There are reports of the Hong Kong protests even in North Korea."" - Sokeel Park,  South Korea country director, Liber\xe2\x80\xa6'"
1180438714490785792,2019-10-05 11:04:55,b'RT @joshuawongcf: Speaking at @TheEconomist #OpenFuture event and sharing the activism in HK with audience in Manchester! Thrilled to conne\xe2\x80\xa6'
1180437980399493121,2019-10-05 11:02:00,"b""The Economist's #OpenFuture Festival is underway in Manchester. Watch our livestream\xe2\x80\x94and join the conversation https://t.co/zUDCDIq8Zv"""
1180437517977493505,2019-10-05 11:00:10,"b""The GM strike shows how America's economy has transformed since the days when industrial firms and blue-collar unio\xe2\x80\xa6 https://t.co/lLMhfrFgyz"""
1180437516807233536,2019-10-05 11:00:10,"b""Nike's latest scandal has dragged its share price down by 3% https://t.co/BSfwx2y7Ko"""
1180437516362682369,2019-10-05 11:00:10,"b""Some crowdshipping startups are eyeing free space inside travellers' suitcases  https://t.co/MRGvhsQvVB"""
1180437514156433408,2019-10-05 11:00:09,"b'Citizens come up with topics and policies for parliamentarians to review, rather than consenting to ideas proposed\xe2\x80\xa6 https://t.co/tNleo8ERX7'"
1180437252863938563,2019-10-05 10:59:07,b'SpaceX ferries supplies to the International Space Station. It may soon fly astronauts there too https://t.co/ROw8UVbLQJ'
1180435234174771200,2019-10-05 10:51:05,"b'To judge from the protests that erupted following the announcement of the mask ban, it will do little to calm thing\xe2\x80\xa6 https://t.co/T0qw9ai1HD'"
1180434522200039430,2019-10-05 10:48:16,b'RT @DSORennie: Good audience q for @joshuawongcf at @TheEconomist #OpenFuture festival in HK: why doesn\xe2\x80\x99t violent protest hurt your cause?\xe2\x80\xa6'
1180434209355259905,2019-10-05 10:47:01,"b'""Part of being an activist is being belligerent and difficult,"" says Richard Ratcliffe\xe2\x81\xa0, whose wife Nazanin Zaghari\xe2\x80\xa6 https://t.co/AYuvevKZS3'"
1180431599806173186,2019-10-05 10:36:39,"b'""The female anatomy is very much policed by culture and religion around the world,"" says FGM campaigner @NimkoAli.\xe2\x80\xa6 https://t.co/s4W3sY1DdB'"
1180427922416504832,2019-10-05 10:22:02,b'Greece has been through a punishing decade. But finally there is hope that the government can reignite growth https://t.co/6JYVJbmD8H'
1180426831943651328,2019-10-05 10:17:42,"b'""I just came from the protest zones... Hong Kong is suffering a nightmare under the crackdown,"" @joshuawongcf says.\xe2\x80\xa6 https://t.co/eQD7nNp3LE'"
1180424904241553408,2019-10-05 10:10:03,"b'Our #OpenFuture Festival has begun in Hong Kong. Watch live, and submit your questions to panellists, here: https://t.co/pxEIPlBA0e'"
1180424160222294016,2019-10-05 10:07:05,"b""Shares of Yes Bank, the country's fourth-largest private lender, dropped by 40% on Monday https://t.co/C3N1ZAgnpA"""
1180420132436353025,2019-10-05 09:51:05,b'Finding solutions within the bounds of basic Catholic principles could be crucial to the success or failure of the\xe2\x80\xa6 https://t.co/Q0iy1F6Pse'
1180419570861051904,2019-10-05 09:48:51,b'Many Indians work with computers but very few are employed in building them https://t.co/fmSpow4XHG'
1180415434937556992,2019-10-05 09:32:25,b'Boris Johnson has few recent wins to his name. Yet the Tories are enjoying a Boris bounce in opinion polls https://t.co/3I5JNh23Y9'
1180411333990322176,2019-10-05 09:16:07,b'Race-conscious college admissions practices are constitutionally valid only if they are the least obtrusive means t\xe2\x80\xa6 https://t.co/DydFk6jdrz'
1180407341541416960,2019-10-05 09:00:15,"b'No sport will dislodge football in terms of popularity, but basketball is learning from its success by breaking int\xe2\x80\xa6 https://t.co/7BdMRUdyL0'"
1180407341235261440,2019-10-05 09:00:15,"b'A piece of street art sparked a drama involving accusations of blasphemy, threats of bloodshed and an intervention\xe2\x80\xa6 https://t.co/tvc0l7uogd'"
1180407305029984258,2019-10-05 09:00:07,b'Computers are taking control of financial markets. Our cover this week https://t.co/T5QI2hrxO0 https://t.co/pQvhlTNjU3'
1180404522725851141,2019-10-05 08:49:03,"b'Impartiality might seem robotic, or even offensive, when it does not chime with public morality https://t.co/SFMO3jlpx0'"
1180401258156482560,2019-10-05 08:36:05,"b'Liberals have lost touch with sentiment. People crave more meaning from their politicians says Helena Rosenblatt, a\xe2\x80\xa6 https://t.co/NWLl1xV1Fe'"
1180399987404034048,2019-10-05 08:31:02,"b""Three global cities, one global conversation. Watch the livestream of The Economist's #OpenFuture Festival https://t.co/k1G0ejq8KR"""
1180396393585954818,2019-10-05 08:16:45,"b'Brexit is unlikely to end a relationship that has survived wars, plagues and other crises https://t.co/KU5K3fHXth'"
1180392201370640386,2019-10-05 08:00:06,"b'Angola has an abundance of oil sitting under offshore fields, but it is difficult (and expensive) to extract https://t.co/WMuXvOVMLG'"
1180390190784929793,2019-10-05 07:52:06,"b'BBC rules are clear that journalists should not share their political views, but there are exceptional topics https://t.co/3e2BR7AB56'"
1180389931295936512,2019-10-05 07:51:04,"b'Protesters who continue to wear masks at protests, defying the emergency law, could be jailed for up to a year https://t.co/Eh4yaTOaES'"
1180388912050688000,2019-10-05 07:47:01,"b'Lizards have a tricky time getting clean, but they can ingeniously use sand to help  https://t.co/gLz96gg91a'"
1180388659591368704,2019-10-05 07:46:01,b'David Cameron found success with women voters. Those gains have evaporated  https://t.co/BDcywWpfNF'
1180382111884288000,2019-10-05 07:20:00,"b'Historically, MPs fought and even duelled among themselves. Now parliamentary violence comes mostly from the people  https://t.co/29hOWD7nPa'"
1180377353182236672,2019-10-05 07:01:06,b'Open-source computing reduces dependence on foreign companies. This is a great help in times of tension https://t.co/nM9d0qCASR'
1180377132570222592,2019-10-05 07:00:13,"b""Traditionalists and the political right plan to oppose Emmanuel Macron's plan to give gay female couples the right\xe2\x80\xa6 https://t.co/XCkjHZvecV"""
1180377132352057344,2019-10-05 07:00:13,"b""Despite Matteo Salvini's fall from grace and fall in the polls, Italy's far-right Northern League remains the bigge\xe2\x80\xa6 https://t.co/nVOQfhVXWp"""
1180377130594643968,2019-10-05 07:00:12,b'Kyriakos Mitsotakis needs to roll up his sleeves and face up to the deep problems holding back economic growth https://t.co/XZwBnrm3Ot'
1180374373301149697,2019-10-05 06:49:15,b'A new art installation showcases one of the darkest materials ever crafted  https://t.co/Ly9g6Qe8qW'
1180370526990155776,2019-10-05 06:33:58,"b'Elon Musk wants humans to become a ""multiplanetary species"". He has bold plans for making it happen https://t.co/5axblLZ4q1'"
1180366630897045504,2019-10-05 06:18:29,"b'Far from stabilising Iraq, road-building led to more political violence, a new paper shows https://t.co/mRgETnLyEJ'"
1180362019775627265,2019-10-05 06:00:10,"b""The fall in oil output\xe2\x80\x94as well as a slump in the price of crude\xe2\x80\x94has thrashed Angola's economy https://t.co/7fAhHUpCRS"""
1180362017888260096,2019-10-05 06:00:09,b'Officially nothing has changed in Lebanon. But panic over the currency points to a different reality https://t.co/1rJ7H501Qp'
1180358228728791041,2019-10-05 05:45:06,"b'An alternative design for microprocessors, RISC-V, is available to anyone, anywhere, free https://t.co/GxCXAzSA7D'"
1180354460473794560,2019-10-05 05:30:07,"b""Israel's attorney-general has already said there is enough evidence for indictments on counts of bribery, fraud and\xe2\x80\xa6 https://t.co/jv5XhEsAVg"""
1180354460427735040,2019-10-05 05:30:07,"b'In addition to reforms, many Ethiopian Somalis are demanding that those responsible for atrocities be held to accou\xe2\x80\xa6 https://t.co/shP2JHQAt4'"
1180354460096368640,2019-10-05 05:30:07,b'Claiming the scalp of at least one commission nominee has become a tradition for parliament. Claiming more than tha\xe2\x80\xa6 https://t.co/vdkl50PUsf'
1180354458590552064,2019-10-05 05:30:07,"b'Amazon, Apple, Google and Facebook are being taken to task over their chokehold on e-commerce, app stores, search e\xe2\x80\xa6 https://t.co/Ji7CuDU1VN'"
1180351681109864448,2019-10-05 05:19:05,"b'The evolution of insults is the subject of Philip Gooden\xe2\x80\x99s new book, \xe2\x80\x9cBad Words\xe2\x80\x9d https://t.co/XSRXPwQvkS'"
1180351382186074112,2019-10-05 05:17:54,"b'The Duke and Duchess of Sussex have abandoned the royal tradition of ""never complain, never explain"" https://t.co/p2LxOh4s45'"
1180346901591404544,2019-10-05 05:00:05,"b""The EU's efforts to regulate Big Tech are, like America's, a work in progress  https://t.co/WyHmEXEGOE"""
1180342873272848386,2019-10-05 04:44:05,"b""Watch livestreams of The Economist's #OpenFuture Festivals in Hong Kong, Manchester and Chicago here https://t.co/mFeU0pMjUm"""
1180339349151457280,2019-10-05 04:30:05,"b""Ethiopia's Somali region was once the most ill-treated place in all of Ethiopia. No longer https://t.co/WzJwI3bvaN"""
1180335971591692289,2019-10-05 04:16:39,b'America spent loads building roads in Iraq. It may have done more harm than good https://t.co/xY3xF3pgMP'
1180331796325699586,2019-10-05 04:00:04,"b'Mentoring schemes have worked well for some African entrepreneurs, but as elsewhere, most success stories involve a\xe2\x80\xa6 https://t.co/rXZFzpIIgg'"
1180329501022183424,2019-10-05 03:50:57,b'Government dodges around the constitution can only work with the connivance of the courts https://t.co/Ml8GDJ7hWC'
1180325695538581504,2019-10-05 03:35:49,b'The value of the government\xe2\x80\x99s economic claims is depreciating almost as fast as the pound https://t.co/7ZGyd83kjg'
1180324597343895552,2019-10-05 03:31:28,"b""Is China's economy running out of steam? https://t.co/OFCAKZ3pM3"""
1180320890472615937,2019-10-05 03:16:44,"b'Democracy, when taken seriously, still represents a potentially disruptive challenge to privileged elites, argues J\xe2\x80\xa6 https://t.co/CZigXq6qOm'"
1180317104421183493,2019-10-05 03:01:41,"b'Meritocracy has been used to justify rampant inequality, argues @RichardvReeves. To revive liberal societies, start\xe2\x80\xa6 https://t.co/TFszAKzvuF'"
1180312429424717828,2019-10-05 02:43:06,b'The emergency law will restrict protesters from wearing masks at unauthorised demonstrations https://t.co/dmm0f3IjM2'
1180307934716272641,2019-10-05 02:25:15,"b""If the Fern\xc3\xa1ndezes win Argentina's election this month, what sort of government will emerge? https://t.co/KuWV0gQ96w"""
1180302611960012800,2019-10-05 02:04:06,"b'Were Android not open source, Huawei would be in an even deeper hole than it already is https://t.co/qmqVLav5lj'"
1180301599413014528,2019-10-05 02:00:04,"b'In its response to our essay question on climate change, an AI system warned that ""the earth\'s future is in serious\xe2\x80\xa6 https://t.co/gLtDMudZh8'"
1180300232820760576,2019-10-05 01:54:39,b'Donald Trump reportedly asked his advisers about digging a moat at the southern border https://t.co/uemm4JpEbq'
1180296430587666433,2019-10-05 01:39:32,b'What role should the state have in the economy? @MazzucatoM discusses government\xe2\x80\x99s ability to create economic value\xe2\x80\xa6 https://t.co/zozZ3oCyKh'
1180292563087040512,2019-10-05 01:24:10,b'No Kennedy has lost a race in Massachusetts since 1946. That streak may end next year https://t.co/SeD0NdsHZc'
1180287774999695361,2019-10-05 01:05:08,"b'He saw \xe2\x80\x9cRhapsody in Blue\xe2\x80\x9d as a \xe2\x80\x9cmusical kaleidoscope of America\xe2\x80\x94of our vast melting pot, of our unduplicated nation\xe2\x80\xa6 https://t.co/1QOUcMXdN3'"
1180286506298216450,2019-10-05 01:00:06,"b""Japan's win against Ireland in the Rugby World Cup was a standout event. Bosses hope such games will expand the spo\xe2\x80\xa6 https://t.co/Z251WrhJZn"""
1180285995163541504,2019-10-05 00:58:04,"b'Donald Trump is more popular in Alabama than in any other state. But beneath the Trump-related clamour, opinions ar\xe2\x80\xa6 https://t.co/LwQYCnH1LG'"
1180285734097424384,2019-10-05 00:57:02,"b'The court case has shed light on the inner workings of the admissions process, which has been tightly guarded by Ha\xe2\x80\xa6 https://t.co/TFbsUbm3GS'"
1180284736335417345,2019-10-05 00:53:04,b'Musicians increasingly rely on revenue from platforms such as Spotify. Our chart on song-streaming and more from th\xe2\x80\xa6 https://t.co/FuB7kn0sBo'
1180282215567106049,2019-10-05 00:43:03,"b""Xi's message: the Communist Party is, and has always been, a force for good https://t.co/qpR9kg5nDY"""
1180281953188220929,2019-10-05 00:42:00,b'Moving up from mining is harder than it seems https://t.co/ZqzDg4jJbn'
1180278973298810880,2019-10-05 00:30:10,b'IT can make a good claim to being India\xe2\x80\x99s biggest and most successful industry https://t.co/PKdzkCtK9b'
1180275312527056896,2019-10-05 00:15:37,"b'After the FBI raided the United Auto Workers resort, union members may conclude its charm has been lost https://t.co/Jw9BkRSriK'"
1180271415431438339,2019-10-05 00:00:08,"b'If the rules are upheld, it could leave Louisiana with only one functioning abortion clinic https://t.co/DmHYkPKyNL'"
1180268900073791488,2019-10-04 23:50:08,b'The emergency laws allow the chief executive to issue \xe2\x80\x9cany regulations whatsoever\xe2\x80\x9d in case of \xe2\x80\x9cemergency or public\xe2\x80\xa6 https://t.co/a3Ky2UxcMB'
1180265781067735042,2019-10-04 23:37:45,"b'Lao Tzu, the founder of Daoism, thought that insight was to be found in darkness: gloom is \xe2\x80\x9cthe gateway to all unde\xe2\x80\xa6 https://t.co/3cNqfwRNbp'"
1180261398661730305,2019-10-04 23:20:20,b'The most profound shift in American poverty is that it is beginning to concentrate in the suburbs  https://t.co/mLAxkKtNTf'
1180256043785437184,2019-10-04 22:59:03,b'It has often proved to be a mistake to over-analyse Donald Trump\xe2\x80\x99s strange or bad behaviour https://t.co/vVbM9Xgoqj'
1180256038181888000,2019-10-04 22:59:02,"b'Supposedly the 20-megaton nuke of swear words, the C-word does not pack the blast it once did https://t.co/SEhJJvB8CG'"
1180254029307404294,2019-10-04 22:51:03,b'Prince Harry\xe2\x80\x99s outburst seems to have taken Buckingham Palace by surprise https://t.co/8t6oltcLfN'
1180250750041165824,2019-10-04 22:38:01,"b'These vivid, hard London lives are all long gone\xe2\x80\x94replaced perpetually by new struggles and stories https://t.co/thtJrK3mDP'"
1180250250017153025,2019-10-04 22:36:02,"b'The admissions boost Harvard gives to ""legacy"" applicants is as high as the one given to black students https://t.co/lGH0VtfED5'"
1180247751344427009,2019-10-04 22:26:06,"b'The total value of American public equities is $31trn. Computer-managed funds run around 35% of this, and humans on\xe2\x80\xa6 https://t.co/dvOThG1ZyA'"
1180241230879481858,2019-10-04 22:00:11,"b'The wartime stories of two Bosnian authors, Faruk Sehic and Hasan Nuhanovic, have arrived in translation https://t.co/kt7z9NMPyK'"
1180240809033191424,2019-10-04 21:58:31,b'RT @stevenmazie: The Supreme Court\xe2\x80\x99s new abortion case will be a major test for Chief Justice Roberts. My \xe2\x81\xa6@TheEconomist\xe2\x81\xa9 post  https://t.c\xe2\x80\xa6'
1180239696372350977,2019-10-04 21:54:06,"b'Donald Trump reportedly asked his advisers about digging a moat, infested with snakes or alligators, at his border\xe2\x80\xa6 https://t.co/1nkzRTvqzP'"
1180236419727532032,2019-10-04 21:41:04,"b""Ever since Mart\xc3\xadn Vizcarra became president, he has been at war with Peru's congress https://t.co/jaVLimme4v"""
1180236170124496896,2019-10-04 21:40:05,b'Construction of artificial islands is largely complete https://t.co/EyAQ2Y03vP'
1180236170095218688,2019-10-04 21:40:05,"b'In 2018, 74% of plastic bottles littering Inaccessible Island were manufactured in Asia https://t.co/iydZNmRSBJ'"
1180234644672929793,2019-10-04 21:34:01,b'Elon Musk is aiming for a Starship prototype test flight all the way to orbit within six months https://t.co/MXDBnuwpKu'
1180233910678110208,2019-10-04 21:31:06,"b""Almost every one of the world's 5.1bn mobile phones relies on microprocessors designed by a single firm, Arm https://t.co/OM9v5qHqej"""
1180233139630813184,2019-10-04 21:28:02,b'Officials were asked to inspect musical instruments and sex toys to decide if they are halal https://t.co/Y9D9EeX76f'
1180233102112759808,2019-10-04 21:27:53,"b""RT @JamesMAstill: My blog on the Ukraine affair and the logic of @realDonaldTrump's (on the face of insanely incriminating) self-defence ht\xe2\x80\xa6"""
1180224075387437056,2019-10-04 20:52:01,"b'In dreaming of Texas, Democrats may overlook states where their electoral prospects are better https://t.co/VylluugnFh'"
1180222567224872960,2019-10-04 20:46:02,"b'Lizards do not have the dexterity to clean their own skin properly, so they look to sand for help https://t.co/dHbpSNFAwj'"
1180221069552209920,2019-10-04 20:40:05,b'Elders who grew up with syllabics fretted that the shift to roman letters would erase part of their culture https://t.co/CeJOG117qF'
1180219057523613696,2019-10-04 20:32:05,b'A new war on poverty would be most effective if centred on children https://t.co/TmY3JDzqkz'
1180218058859786241,2019-10-04 20:28:07,b'Market-disrupting microprocessor designs are being made. They could soon be everywhere https://t.co/a1CjGlme0o'
1180211644913328128,2019-10-04 20:02:38,"b'Today slavery is less about people owning other people. Instead, it is about exploiting and controlling them\xe2\x80\xa6 https://t.co/wSm4D7Mezc'"
1180211019794276353,2019-10-04 20:00:09,"b""Sports audiences are bigger than ever, but fans' attention spans are shrinking and growth in revenues has slowed https://t.co/h3LdHJm5Fn"""
1180210501705437185,2019-10-04 19:58:05,b'Boris Johnson is more popular among male voters than females\xe2\x80\x94but women still prefer him to Jeremy Corbyn https://t.co/ujYhYAAxcT'
1180208483423199232,2019-10-04 19:50:04,"b'If the Duchess of Sussex wins her legal claim, the floodgates could open for celebrity privacy suits  https://t.co/pWMUFUGPS1'"
1180207237811331078,2019-10-04 19:45:07,"b'In some ways, Argentina is worse off than it was at the beginning of the century https://t.co/d4Sgt95FFe'"
1180206983879806976,2019-10-04 19:44:06,b'Objects with the new coating appear so dark that they look more like a hole in the air than a solid object https://t.co/JyQZok13Dd'
1180205963917303809,2019-10-04 19:40:03,"b'\xe2\x80\x9cWe\xe2\x80\x99re forgotten and because we\xe2\x80\x99re poor, people think we\xe2\x80\x99re unimportant\xe2\x80\x9d  https://t.co/oebCfuLtxf'"
1180197674303262721,2019-10-04 19:07:07,b'Attitudes to public aggression directed at MPs changed with the murder of Jo Cox in 2016 https://t.co/R6AaG54ib6'
1180195921704947712,2019-10-04 19:00:09,"b'Strict French laws still restrict the use of IVF to heterosexual couples only, but plans to end this rule are under\xe2\x80\xa6 https://t.co/IJhYFThW0f'"
1180195920505389058,2019-10-04 19:00:09,b'The vetting process could get bloodier yet https://t.co/JBArGwUh8E'
1180195920098578433,2019-10-04 19:00:08,"b'According to an AI algorithm that we fed our essay question to, the world needs a ""fundamental paradigm shift"" to t\xe2\x80\xa6 https://t.co/mf4lq66RdB'"
1180195918571823104,2019-10-04 19:00:08,b'Involving ordinary folk chosen by lottery in decision-making could counter political discontent  https://t.co/RGOhLLK7qx'
1180192633139990528,2019-10-04 18:47:05,b'Did Margaret Thatcher pave the way for Brexit? Her biographer @CharlesHMoore traces the roots of Parliament\xe2\x80\x99s curre\xe2\x80\xa6 https://t.co/bx4OuqYqcy'
1180192141529800704,2019-10-04 18:45:08,b'Swimming through sand is a handy way to keep skin bugs at bay https://t.co/p7l8sAAVzu'
1180192138384031749,2019-10-04 18:45:07,"b'A craft guild is optimistic about pan-European trade, even in Brexit-troubled times https://t.co/AC8wbL72dK'"
1180187844293398528,2019-10-04 18:28:03,b'Brexit machismo does not seem to be impressing women voters https://t.co/hZsUcnDa2U'
1180187088257372160,2019-10-04 18:25:03,b'It will take weeks for the results to come through https://t.co/y2EXwIGQcf'
1180182071203028993,2019-10-04 18:05:07,"b""Richard Nixon's strategy eventually destroyed him, but it revolutionised the Republicans https://t.co/g78wDjpQd3"""
1180181921999007744,2019-10-04 18:04:31,"b'RT @gelliottmorris: Will Texas go blue in 2020? Here\xe2\x80\x99s my take, which talks about much more than the presidential race alone: https://t.co/\xe2\x80\xa6'"
1180180807681548294,2019-10-04 18:00:05,"b""46,000-odd GM workers are into their third week of action to demand better treatment, making it the company's longe\xe2\x80\xa6 https://t.co/pGj9jzygNy"""
1180180807459250176,2019-10-04 18:00:05,"b'Airlines are big clients of apps like Roadie, using the services to reunite lost luggage with its owners https://t.co/oZsn0uRqgQ'"
1180180805345263617,2019-10-04 18:00:05,b'It is unclear how a mass delisting would work https://t.co/iytIk5yN8h'
1180180804451876864,2019-10-04 18:00:05,b'A survey in 2016 found that 83% of Finns had gambled at least once in the past year  https://t.co/qzuXjszXx8'
1180176268626743296,2019-10-04 17:42:03,"b'Super-black coatings are becoming easy to use, widely available and offer myriad benefits https://t.co/b97wcXcD0f'"
1180175549609721856,2019-10-04 17:39:12,b'Margaret Thatcher was one of the strongest and most divisive characters in modern British history. She was also one\xe2\x80\xa6 https://t.co/nGka3NCNEh'
1180175261188448256,2019-10-04 17:38:03,"b'Litter is trashing Inaccessible Island, a tiny South Atlantic outcrop   https://t.co/tkmHZzrZ3V'"
1180174763110682626,2019-10-04 17:36:04,"b'The rise of constituency surgeries has exposed MPs to voters, and to more violence  https://t.co/m2xLS5jFg2'"
1180173243795279872,2019-10-04 17:30:02,b'Binyamin Netanyahu is holding on to power by his fingertips https://t.co/YBl0TzA3m3'
1180173238242103296,2019-10-04 17:30:01,b'The attorney-general William Barr is poised to announce an investigation into Facebook any day https://t.co/4jm9kIP0RJ'
1180169676283928576,2019-10-04 17:15:51,"b'Traditional taboo words, pertaining to the body and excrement, no longer have the punch of group-based insults https://t.co/1YLlSkw9h4'"
1180165736406437889,2019-10-04 17:00:12,"b""Europe's version of techlash often looks like sour grapes https://t.co/ZDDqHoRE57"""
1180165450799501322,2019-10-04 16:59:04,"b'SpaceX is light years ahead of NASA, its slower government rival, in making cheaper rockets faster https://t.co/ctHFICHDpo'"
1180160918103187458,2019-10-04 16:41:03,"b'Today on \xe2\x80\x9cThe Intelligence\xe2\x80\x9d: the view from Ukraine on impeachment in America, Indonesia\xe2\x80\x99s president faces massive p\xe2\x80\xa6 https://t.co/gjARMhbEDX'"
1180159158265532416,2019-10-04 16:34:04,b'A democratic way to design microprocessors is gathering pace https://t.co/4kTaC08P4b'
1180158152366526466,2019-10-04 16:30:04,"b'There is nothing in \xe2\x80\x9cJoker\xe2\x80\x9d that really explains how a frail, bullied loner could blossom into a charismatic crimin\xe2\x80\xa6 https://t.co/9rCOrw2dxh'"
1180156391585124352,2019-10-04 16:23:04,b'The courts are not always so sleepy https://t.co/XE0ISjJKSV'
1180155136477483009,2019-10-04 16:18:05,"b'Whenever @Elif_Safak moves to a new city or a new house, she buys a small rug. It gives her a sense of familiarity\xe2\x80\xa6 https://t.co/JceZwCkGef'"
1180151789125066752,2019-10-04 16:04:47,b'Nearly one in eight Americans live in poverty. Why? https://t.co/JfbKmpjf9n https://t.co/NmfvJdtAAh'
1180151625043906560,2019-10-04 16:04:08,"b'Litter is being swept by whirlpools on to a tiny, remote, uninhabited rock in the South Atlantic ocean\xe2\x80\xa6 https://t.co/yDWurjaFGj'"
1180149599643811840,2019-10-04 15:56:05,"b'Brexit is unlikely to end a relationship that has survived wars, plagues and other crises https://t.co/SF1XpjrjgZ'"
1180149107731697665,2019-10-04 15:54:08,"b""Ruling out two nominees suggests that the EU parliament's vetting process will be even spikier this time round https://t.co/HId8fdl647"""
1180144572057505792,2019-10-04 15:36:06,"b'Among men, Boris Johnson has an approval rating of minus 15. Among women it is minus 30 https://t.co/iIK1kA44KK'"
1180141090114023424,2019-10-04 15:22:16,"b'Is Donald Trump\'s ""go back"" comment so beyond the pale that the BBC\'s impartiality rules do not apply? https://t.co/Dx0eudd1YY'"
1180137001640714240,2019-10-04 15:06:01,"b'When it comes to political violence, lone wolves and organised groups have taken over from the historical angry mob https://t.co/DDc4jPkheY'"
1180135509479317504,2019-10-04 15:00:05,b'Richard Nixon and Boris Johnson represent the same confusion of reactionary and liberal impulses https://t.co/0cwCz9ZhRN'
1180135299130806274,2019-10-04 14:59:15,b'Teaching practical business skills can be less effective than showing students how to set goals and identify markets https://t.co/8VKF9bdbDl'
1180131471446683655,2019-10-04 14:44:03,"b'Even when they say nothing new, @jonfasman tells \xe2\x80\x9cThe Intelligence\xe2\x80\x9d, Democratic candidates\xe2\x80\x99 books can be revealing\xe2\x80\xa6 https://t.co/j6FOtG8NPq'"
1180130215638503425,2019-10-04 14:39:03,b'Polls show increasing support for an impeachment inquiry. That might be enough to make a couple of Republicans re-e\xe2\x80\xa6 https://t.co/9zKEoe3pnX'
1180124256568561665,2019-10-04 14:15:23,b'America is among the worst-performing in the OECD when it comes to poverty rates https://t.co/SbDURFvBSE'
1180120411092242441,2019-10-04 14:00:06,b'Workers are finding new ways to exert their clout https://t.co/4ft8ZLyavI'
1180120152198848512,2019-10-04 13:59:04,"b""This week's cartoon from KAL https://t.co/Pm95kL7ZEB https://t.co/6rSTIsA3Ym"""
1180116428588044289,2019-10-04 13:44:16,"b'RT @JamesMAstill: My interview with Senator @DougJones, a prophet of Deep-South moderation: https://t.co/cCZt4HYVGx via @TheEconomist'"
1180115629522800645,2019-10-04 13:41:06,"b'Impartiality might seem robotic, or even offensive, when it does not chime with public morality  https://t.co/fog7WH7eDe'"
1180113102374875136,2019-10-04 13:31:03,"b""American regulators are frustrated by China's reluctance to disclose some of its companies' financial records\xe2\x80\x94which\xe2\x80\xa6 https://t.co/uLjlyajEGh"""
1180109346765787136,2019-10-04 13:16:08,"b'This time last year, populism in Europe was on its way up. Today, its grasp looks looser  https://t.co/pWqBE6BbPh'"
1180105580318543875,2019-10-04 13:01:10,"b'What is ""woke"" advertising? https://t.co/JMXo5EpOal https://t.co/BvB3l7V0q7'"
1180105363997286401,2019-10-04 13:00:18,"b""By tapping into people's movements, delivery services will be able to cope with spikes in demand https://t.co/QmAlPte4A8"""
1180105362160177152,2019-10-04 13:00:18,"b'With the rise of populism, the tactic of making constant reference to ""the people"" is spreading among politicians  https://t.co/4SBfAYoHKu'"
1180101014340472832,2019-10-04 12:43:01,"b'On \xe2\x80\x9cThe Intelligence\xe2\x80\x9d: massive protests put Indonesia\xe2\x80\x99s leader in a bind, balancing his programme of reforms and gr\xe2\x80\xa6 https://t.co/IyZZCJgJg5'"
1180098774552731649,2019-10-04 12:34:07,"b""Ironically, we're sending our British-politics writer to Brussels. So we're looking for a new one https://t.co/FXpYzdRC8o"""
1180098515265097728,2019-10-04 12:33:05,"b'The Duke and Duchess of Sussex have abandoned the royal tradition of ""never complain, never explain""  https://t.co/jgtCFOb7WS'"
1180096751207948288,2019-10-04 12:26:05,b'Early quant investors trained algorithms to trade human-designed strategies. Today artificially intelligent compute\xe2\x80\xa6 https://t.co/LNn21tQUQS'
